block_id,display_name,category,material,variant,shape,render_bucket,alpha_mode,needs_sorting,occludes,occlusion_mode,mesh_profile,collision_kind,aabb_min,aabb_max,attach_faces,requires_support,double_sided,tex_layers,state_params,hardness_class,sound_class,flammable,requires_water,tint_mode,growth_rule_id,growth_params_json,mesh_notes,tags,display_name_zh,display_name_bi,category_zh,material_zh,variant_zh
conglomerate_fractured_rubble,conglomerate fractured rubble,geology:sedimentary_clastic,conglomerate,fractured,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;FRACTURED;shape:rubble,conglomerate破碎碎石,conglomerate fractured rubble / conglomerate破碎碎石,地质/碎屑沉积岩,,破碎
conglomerate_weathered_block,conglomerate weathered block,geology:sedimentary_clastic,conglomerate,weathered,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;WEATHERED;shape:block,conglomerateweathered块,conglomerate weathered block / conglomerateweathered块,地质/碎屑沉积岩,,
conglomerate_weathered_slab,conglomerate weathered slab,geology:sedimentary_clastic,conglomerate,weathered,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;WEATHERED;shape:slab,conglomerateweathered半砖,conglomerate weathered slab / conglomerateweathered半砖,地质/碎屑沉积岩,,
conglomerate_weathered_stairs,conglomerate weathered stairs,geology:sedimentary_clastic,conglomerate,weathered,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;WEATHERED;shape:stairs,conglomerateweathered楼梯,conglomerate weathered stairs / conglomerateweathered楼梯,地质/碎屑沉积岩,,
conglomerate_weathered_wall,conglomerate weathered wall,geology:sedimentary_clastic,conglomerate,weathered,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;WEATHERED;shape:wall,conglomerateweathered墙,conglomerate weathered wall / conglomerateweathered墙,地质/碎屑沉积岩,,
conglomerate_weathered_pillar,conglomerate weathered pillar,geology:sedimentary_clastic,conglomerate,weathered,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;WEATHERED;shape:pillar,conglomerateweathered柱,conglomerate weathered pillar / conglomerateweathered柱,地质/碎屑沉积岩,,
conglomerate_weathered_rubble,conglomerate weathered rubble,geology:sedimentary_clastic,conglomerate,weathered,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;WEATHERED;shape:rubble,conglomerateweathered碎石,conglomerate weathered rubble / conglomerateweathered碎石,地质/碎屑沉积岩,,
conglomerate_cobbled_block,conglomerate cobbled block,geology:sedimentary_clastic,conglomerate,cobbled,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;COBBLED;shape:block,conglomerate圆石块,conglomerate cobbled block / conglomerate圆石块,地质/碎屑沉积岩,,圆石
conglomerate_cobbled_slab,conglomerate cobbled slab,geology:sedimentary_clastic,conglomerate,cobbled,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;COBBLED;shape:slab,conglomerate圆石半砖,conglomerate cobbled slab / conglomerate圆石半砖,地质/碎屑沉积岩,,圆石
conglomerate_cobbled_stairs,conglomerate cobbled stairs,geology:sedimentary_clastic,conglomerate,cobbled,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;COBBLED;shape:stairs,conglomerate圆石楼梯,conglomerate cobbled stairs / conglomerate圆石楼梯,地质/碎屑沉积岩,,圆石
conglomerate_cobbled_wall,conglomerate cobbled wall,geology:sedimentary_clastic,conglomerate,cobbled,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;COBBLED;shape:wall,conglomerate圆石墙,conglomerate cobbled wall / conglomerate圆石墙,地质/碎屑沉积岩,,圆石
conglomerate_cobbled_pillar,conglomerate cobbled pillar,geology:sedimentary_clastic,conglomerate,cobbled,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;COBBLED;shape:pillar,conglomerate圆石柱,conglomerate cobbled pillar / conglomerate圆石柱,地质/碎屑沉积岩,,圆石
conglomerate_cobbled_rubble,conglomerate cobbled rubble,geology:sedimentary_clastic,conglomerate,cobbled,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;COBBLED;shape:rubble,conglomerate圆石碎石,conglomerate cobbled rubble / conglomerate圆石碎石,地质/碎屑沉积岩,,圆石
conglomerate_polished_block,conglomerate polished block,geology:sedimentary_clastic,conglomerate,polished,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;POLISHED;shape:block,conglomerate抛光块,conglomerate polished block / conglomerate抛光块,地质/碎屑沉积岩,,抛光
conglomerate_polished_slab,conglomerate polished slab,geology:sedimentary_clastic,conglomerate,polished,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;POLISHED;shape:slab,conglomerate抛光半砖,conglomerate polished slab / conglomerate抛光半砖,地质/碎屑沉积岩,,抛光
conglomerate_polished_stairs,conglomerate polished stairs,geology:sedimentary_clastic,conglomerate,polished,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;POLISHED;shape:stairs,conglomerate抛光楼梯,conglomerate polished stairs / conglomerate抛光楼梯,地质/碎屑沉积岩,,抛光
conglomerate_polished_wall,conglomerate polished wall,geology:sedimentary_clastic,conglomerate,polished,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;POLISHED;shape:wall,conglomerate抛光墙,conglomerate polished wall / conglomerate抛光墙,地质/碎屑沉积岩,,抛光
conglomerate_polished_pillar,conglomerate polished pillar,geology:sedimentary_clastic,conglomerate,polished,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;POLISHED;shape:pillar,conglomerate抛光柱,conglomerate polished pillar / conglomerate抛光柱,地质/碎屑沉积岩,,抛光
conglomerate_polished_rubble,conglomerate polished rubble,geology:sedimentary_clastic,conglomerate,polished,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;POLISHED;shape:rubble,conglomerate抛光碎石,conglomerate polished rubble / conglomerate抛光碎石,地质/碎屑沉积岩,,抛光
conglomerate_bricks_block,conglomerate bricks block,geology:sedimentary_clastic,conglomerate,bricks,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;BRICKS;shape:block,conglomerate砖块,conglomerate bricks block / conglomerate砖块,地质/碎屑沉积岩,,砖
conglomerate_bricks_slab,conglomerate bricks slab,geology:sedimentary_clastic,conglomerate,bricks,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;BRICKS;shape:slab,conglomerate砖半砖,conglomerate bricks slab / conglomerate砖半砖,地质/碎屑沉积岩,,砖
conglomerate_bricks_stairs,conglomerate bricks stairs,geology:sedimentary_clastic,conglomerate,bricks,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;BRICKS;shape:stairs,conglomerate砖楼梯,conglomerate bricks stairs / conglomerate砖楼梯,地质/碎屑沉积岩,,砖
conglomerate_bricks_wall,conglomerate bricks wall,geology:sedimentary_clastic,conglomerate,bricks,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;BRICKS;shape:wall,conglomerate砖墙,conglomerate bricks wall / conglomerate砖墙,地质/碎屑沉积岩,,砖
conglomerate_bricks_pillar,conglomerate bricks pillar,geology:sedimentary_clastic,conglomerate,bricks,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;BRICKS;shape:pillar,conglomerate砖柱,conglomerate bricks pillar / conglomerate砖柱,地质/碎屑沉积岩,,砖
conglomerate_bricks_rubble,conglomerate bricks rubble,geology:sedimentary_clastic,conglomerate,bricks,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;BRICKS;shape:rubble,conglomerate砖碎石,conglomerate bricks rubble / conglomerate砖碎石,地质/碎屑沉积岩,,砖
conglomerate_tiles_block,conglomerate tiles block,geology:sedimentary_clastic,conglomerate,tiles,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;TILES;shape:block,conglomerate砖块,conglomerate tiles block / conglomerate砖块,地质/碎屑沉积岩,,砖
conglomerate_tiles_slab,conglomerate tiles slab,geology:sedimentary_clastic,conglomerate,tiles,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;TILES;shape:slab,conglomerate砖半砖,conglomerate tiles slab / conglomerate砖半砖,地质/碎屑沉积岩,,砖
conglomerate_tiles_stairs,conglomerate tiles stairs,geology:sedimentary_clastic,conglomerate,tiles,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;TILES;shape:stairs,conglomerate砖楼梯,conglomerate tiles stairs / conglomerate砖楼梯,地质/碎屑沉积岩,,砖
conglomerate_tiles_wall,conglomerate tiles wall,geology:sedimentary_clastic,conglomerate,tiles,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;TILES;shape:wall,conglomerate砖墙,conglomerate tiles wall / conglomerate砖墙,地质/碎屑沉积岩,,砖
conglomerate_tiles_pillar,conglomerate tiles pillar,geology:sedimentary_clastic,conglomerate,tiles,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;TILES;shape:pillar,conglomerate砖柱,conglomerate tiles pillar / conglomerate砖柱,地质/碎屑沉积岩,,砖
conglomerate_tiles_rubble,conglomerate tiles rubble,geology:sedimentary_clastic,conglomerate,tiles,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;TILES;shape:rubble,conglomerate砖碎石,conglomerate tiles rubble / conglomerate砖碎石,地质/碎屑沉积岩,,砖
conglomerate_chiseled_block,conglomerate chiseled block,geology:sedimentary_clastic,conglomerate,chiseled,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;CHISELED;shape:block,conglomerate雕纹块,conglomerate chiseled block / conglomerate雕纹块,地质/碎屑沉积岩,,雕纹
conglomerate_chiseled_slab,conglomerate chiseled slab,geology:sedimentary_clastic,conglomerate,chiseled,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;CHISELED;shape:slab,conglomerate雕纹半砖,conglomerate chiseled slab / conglomerate雕纹半砖,地质/碎屑沉积岩,,雕纹
conglomerate_chiseled_stairs,conglomerate chiseled stairs,geology:sedimentary_clastic,conglomerate,chiseled,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;CHISELED;shape:stairs,conglomerate雕纹楼梯,conglomerate chiseled stairs / conglomerate雕纹楼梯,地质/碎屑沉积岩,,雕纹
conglomerate_chiseled_wall,conglomerate chiseled wall,geology:sedimentary_clastic,conglomerate,chiseled,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;CHISELED;shape:wall,conglomerate雕纹墙,conglomerate chiseled wall / conglomerate雕纹墙,地质/碎屑沉积岩,,雕纹
conglomerate_chiseled_pillar,conglomerate chiseled pillar,geology:sedimentary_clastic,conglomerate,chiseled,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;CHISELED;shape:pillar,conglomerate雕纹柱,conglomerate chiseled pillar / conglomerate雕纹柱,地质/碎屑沉积岩,,雕纹
conglomerate_chiseled_rubble,conglomerate chiseled rubble,geology:sedimentary_clastic,conglomerate,chiseled,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;CHISELED;shape:rubble,conglomerate雕纹碎石,conglomerate chiseled rubble / conglomerate雕纹碎石,地质/碎屑沉积岩,,雕纹
breccia_raw_block,breccia raw block,geology:sedimentary_clastic,breccia,raw,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;RAW;shape:block,breccia粗块,breccia raw block / breccia粗块,地质/碎屑沉积岩,,粗
breccia_raw_slab,breccia raw slab,geology:sedimentary_clastic,breccia,raw,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;RAW;shape:slab,breccia粗半砖,breccia raw slab / breccia粗半砖,地质/碎屑沉积岩,,粗
breccia_raw_stairs,breccia raw stairs,geology:sedimentary_clastic,breccia,raw,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;RAW;shape:stairs,breccia粗楼梯,breccia raw stairs / breccia粗楼梯,地质/碎屑沉积岩,,粗
breccia_raw_wall,breccia raw wall,geology:sedimentary_clastic,breccia,raw,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;RAW;shape:wall,breccia粗墙,breccia raw wall / breccia粗墙,地质/碎屑沉积岩,,粗
breccia_raw_pillar,breccia raw pillar,geology:sedimentary_clastic,breccia,raw,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;RAW;shape:pillar,breccia粗柱,breccia raw pillar / breccia粗柱,地质/碎屑沉积岩,,粗
breccia_raw_rubble,breccia raw rubble,geology:sedimentary_clastic,breccia,raw,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;RAW;shape:rubble,breccia粗碎石,breccia raw rubble / breccia粗碎石,地质/碎屑沉积岩,,粗
breccia_fractured_block,breccia fractured block,geology:sedimentary_clastic,breccia,fractured,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;FRACTURED;shape:block,breccia破碎块,breccia fractured block / breccia破碎块,地质/碎屑沉积岩,,破碎
breccia_fractured_slab,breccia fractured slab,geology:sedimentary_clastic,breccia,fractured,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;FRACTURED;shape:slab,breccia破碎半砖,breccia fractured slab / breccia破碎半砖,地质/碎屑沉积岩,,破碎
breccia_fractured_stairs,breccia fractured stairs,geology:sedimentary_clastic,breccia,fractured,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;FRACTURED;shape:stairs,breccia破碎楼梯,breccia fractured stairs / breccia破碎楼梯,地质/碎屑沉积岩,,破碎
breccia_fractured_wall,breccia fractured wall,geology:sedimentary_clastic,breccia,fractured,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;FRACTURED;shape:wall,breccia破碎墙,breccia fractured wall / breccia破碎墙,地质/碎屑沉积岩,,破碎
breccia_fractured_pillar,breccia fractured pillar,geology:sedimentary_clastic,breccia,fractured,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;FRACTURED;shape:pillar,breccia破碎柱,breccia fractured pillar / breccia破碎柱,地质/碎屑沉积岩,,破碎
breccia_fractured_rubble,breccia fractured rubble,geology:sedimentary_clastic,breccia,fractured,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;FRACTURED;shape:rubble,breccia破碎碎石,breccia fractured rubble / breccia破碎碎石,地质/碎屑沉积岩,,破碎
breccia_weathered_block,breccia weathered block,geology:sedimentary_clastic,breccia,weathered,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;WEATHERED;shape:block,brecciaweathered块,breccia weathered block / brecciaweathered块,地质/碎屑沉积岩,,
breccia_weathered_slab,breccia weathered slab,geology:sedimentary_clastic,breccia,weathered,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;WEATHERED;shape:slab,brecciaweathered半砖,breccia weathered slab / brecciaweathered半砖,地质/碎屑沉积岩,,
breccia_weathered_stairs,breccia weathered stairs,geology:sedimentary_clastic,breccia,weathered,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;WEATHERED;shape:stairs,brecciaweathered楼梯,breccia weathered stairs / brecciaweathered楼梯,地质/碎屑沉积岩,,
breccia_weathered_wall,breccia weathered wall,geology:sedimentary_clastic,breccia,weathered,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;WEATHERED;shape:wall,brecciaweathered墙,breccia weathered wall / brecciaweathered墙,地质/碎屑沉积岩,,
breccia_weathered_pillar,breccia weathered pillar,geology:sedimentary_clastic,breccia,weathered,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;WEATHERED;shape:pillar,brecciaweathered柱,breccia weathered pillar / brecciaweathered柱,地质/碎屑沉积岩,,
breccia_weathered_rubble,breccia weathered rubble,geology:sedimentary_clastic,breccia,weathered,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;WEATHERED;shape:rubble,brecciaweathered碎石,breccia weathered rubble / brecciaweathered碎石,地质/碎屑沉积岩,,
breccia_cobbled_block,breccia cobbled block,geology:sedimentary_clastic,breccia,cobbled,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;COBBLED;shape:block,breccia圆石块,breccia cobbled block / breccia圆石块,地质/碎屑沉积岩,,圆石
breccia_cobbled_slab,breccia cobbled slab,geology:sedimentary_clastic,breccia,cobbled,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;COBBLED;shape:slab,breccia圆石半砖,breccia cobbled slab / breccia圆石半砖,地质/碎屑沉积岩,,圆石
breccia_cobbled_stairs,breccia cobbled stairs,geology:sedimentary_clastic,breccia,cobbled,stairs,OPAQUE,OPAQUE,False,True,partial,STAIRS,stairs,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:sedimentary_clastic;COBBLED;shape:stairs,breccia圆石楼梯,breccia cobbled stairs / breccia圆石楼梯,地质/碎屑沉积岩,,圆石
breccia_cobbled_wall,breccia cobbled wall,geology:sedimentary_clastic,breccia,cobbled,wall,OPAQUE,OPAQUE,False,True,partial,WALL,wall,,,,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:sedimentary_clastic;COBBLED;shape:wall,breccia圆石墙,breccia cobbled wall / breccia圆石墙,地质/碎屑沉积岩,,圆石
breccia_cobbled_pillar,breccia cobbled pillar,geology:sedimentary_clastic,breccia,cobbled,pillar,OPAQUE,OPAQUE,False,True,partial,PILLAR,full,"0,0,0","1,1,1",,False,False,6 (one per face),orientation,hard,stone,False,False,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:sedimentary_clastic;COBBLED;shape:pillar,breccia圆石柱,breccia cobbled pillar / breccia圆石柱,地质/碎屑沉积岩,,圆石
breccia_cobbled_rubble,breccia cobbled rubble,geology:sedimentary_clastic,breccia,cobbled,rubble,CUTOUT,CUTOUT,False,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,False,False,6 (one per face),,soft,stone,False,False,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:sedimentary_clastic;COBBLED;shape:rubble,breccia圆石碎石,breccia cobbled rubble / breccia圆石碎石,地质/碎屑沉积岩,,圆石
breccia_polished_block,breccia polished block,geology:sedimentary_clastic,breccia,polished,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:sedimentary_clastic;POLISHED;shape:block,breccia抛光块,breccia polished block / breccia抛光块,地质/碎屑沉积岩,,抛光
breccia_polished_slab,breccia polished slab,geology:sedimentary_clastic,breccia,polished,slab,OPAQUE,OPAQUE,False,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,False,False,6 (one per face),,hard,stone,False,False,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:sedimentary_clastic;POLISHED;shape:slab,breccia抛光半砖,breccia polished slab / breccia抛光半砖,地质/碎屑沉积岩,,抛光
